Date,Price,Open,High,Low,Vol.,Change %
2016-05-17,204.66,209.05,209.82,204.02,2.84M,-0.01740
2016-05-16,208.29,208.15,213.15,207.92,2.95M,0.00330
2016-05-13,207.61,207.78,211.2,206.7,2.82M,0.00160
2016-05-12,207.28,211.44,211.67,203.66,3.65M,-0.00800
2016-05-11,208.96,207.59,215.48,206.05,5.16M,0.00130
2016-05-10,208.69,207.55,209.47,205,4.07M,-0.00110
2016-05-09,208.92,215.72,216.15,206.8,4.78M,-0.02800
2016-05-06,214.93,210.87,216.37,208.11,5.69M,0.01610
2016-05-05,211.53,228.46,228.64,209.79,11.25M,-0.04960
2016-05-04,222.56,230.29,234.46,220.4,8.70M,-0.04200
2016-05-03,232.32,237.36,238.91,231.62,4.30M,-0.03920
2016-05-02,241.8,241.5,243.19,234.82,3.84M,0.00430
2016-04-29,240.76,248.14,248.43,237.81,5.41M,-0.02810
2016-04-28,247.71,249.85,253.43,247.44,2.52M,-0.01500
2016-04-27,251.47,252.75,255,249.4,3.21M,-0.00890
2016-04-26,253.74,252.05,255.73,249.39,3.22M,0.00760
2016-04-25,251.82,253.01,257.38,250.76,3.67M,-0.00760
2016-04-22,253.75,248.89,254,245.71,3.79M,0.02200
2016-04-21,248.29,248.99,250.9,246.91,2.78M,-0.00670
2016-04-20,249.97,246.26,253.66,241.5,5.19M,0.01050
2016-04-19,247.37,253.12,254.37,241.25,6.36M,-0.02560
2016-04-18,253.88,252.23,258.31,251.66,4.27M,-0.00250
2016-04-15,254.51,251.31,254.6,249.12,3.75M,0.01050
2016-04-14,251.86,253,256.84,251.05,4.13M,-0.01050
2016-04-13,254.53,248.51,255.5,247.33,4.93M,0.02710
2016-04-12,247.82,249.5,251.8,243.63,5.76M,-0.00840
2016-04-11,249.92,251,258.99,245.3,9.16M,-0.00060
2016-04-08,250.07,260.5,260.82,248.02,7.36M,-0.02770
2016-04-07,257.2,266.45,269.34,254.51,8.86M,-0.03100
2016-04-06,265.42,253.97,267.74,253.45,11.71M,0.03890
2016-04-05,255.47,240.5,256.56,240,9.95M,0.03430
2016-04-04,246.99,249.12,252.12,243.64,13.48M,0.03960
2016-04-01,237.59,244.82,247.9,233.25,16.00M,0.03400
2016-03-31,229.77,229.34,237.42,225.01,8.01M,0.01270
2016-03-30,226.89,235.09,235.5,226.5,4.03M,-0.01410
2016-03-29,230.13,229.89,232.38,225.33,4.01M,-0.00060
2016-03-28,230.26,231.61,234.81,225,3.93M,0.01100
2016-03-24,227.75,215.78,228.89,215,4.96M,0.02320
2016-03-23,222.58,232.37,234.73,222.03,4.95M,-0.04980
2016-03-22,234.24,237.21,238.99,232.56,4.32M,-0.01710
2016-03-21,238.32,235.34,239.88,235,5.31M,0.02400
2016-03-18,232.74,229.1,234.48,228.06,4.71M,0.02810
2016-03-17,226.38,221.47,228.5,220,3.78M,0.02010
2016-03-16,221.93,218,222.58,217.02,3.52M,0.01640
2016-03-15,218.34,214.27,218.97,211.5,3.18M,0.01480
2016-03-14,215.15,212.65,216.72,210.64,4.07M,0.03690
2016-03-11,207.5,207.93,209.42,205.33,3.34M,0.01130
2016-03-10,205.18,210,213.29,200.67,5.19M,-0.01700
2016-03-09,208.72,204.52,209.37,202.79,3.21M,0.03020
2016-03-08,202.6,203.5,207.5,202.2,4.18M,-0.01310
2016-03-07,205.29,197.68,209.7,197.4,5.34M,0.02110
2016-03-04,201.04,198,204.03,197.5,6.49M,0.02710
2016-03-03,195.74,188.28,197.42,184.22,4.83M,0.03930
2016-03-02,188.34,183.73,188.52,181.5,4.86M,0.01070
2016-03-01,186.35,194.25,195.95,182.7,6.71M,-0.02910
2016-02-29,191.93,192.4,196.35,189.22,4.50M,0.00830
2016-02-27,190.35,190.35,190.35,190.35,5.80M,0.00010
2016-02-26,190.34,188.7,192,185,6.07M,0.01550
2016-02-25,187.43,178.65,188.52,175.2,5.75M,0.04710
2016-02-24,179,172.75,179.5,167.84,5.40M,0.01010
2016-02-23,177.21,176.16,181.73,173.68,5.98M,-0.00300
2016-02-22,177.74,170.12,178.91,169.85,5.06M,0.06700
2016-02-19,166.58,163.66,167.49,162.5,2.96M,-0.00110
2016-02-18,166.77,172.42,172.95,164.77,3.89M,-0.01130
2016-02-17,168.68,159,169.34,156.68,5.83M,0.08710
2016-02-16,155.17,158.7,162.95,154.11,5.59M,0.02730
2016-02-12,151.04,155,157.01,143.7,7.24M,0.00380
2016-02-11,150.47,152,163.26,147,14.25M,0.04730
2016-02-10,143.67,150.5,154.97,141.74,10.41M,-0.03090
2016-02-09,148.25,142.32,159.79,141.05,8.65M,0.00180
2016-02-08,147.99,157.1,157.15,146,9.31M,-0.08990
2016-02-05,162.6,171.3,173,157.74,9.44M,-0.07260
2016-02-04,175.33,170.7,175.98,166.99,4.39M,0.01070
2016-02-03,173.48,183.59,183.94,170.18,7.93M,-0.05090
2016-02-02,182.78,192.42,193.12,180.23,5.77M,-0.07190
2016-02-01,196.94,188.76,199.52,182.75,5.30M,0.03000
2016-01-29,191.2,189.95,193.74,188.08,2.85M,0.00790
2016-01-28,189.7,190.79,191.28,182.41,4.59M,0.00870
2016-01-27,188.07,192.38,193.26,185.77,3.62M,-0.02840
2016-01-26,193.56,196.7,197.82,188.88,4.96M,-0.01440
2016-01-25,196.38,200.06,203.57,195.88,2.70M,-0.03050
2016-01-22,202.55,204.8,205.5,199.03,3.12M,0.01290
2016-01-21,199.97,201.55,203.23,195.02,3.17M,0.00640
2016-01-20,198.7,199.4,201.28,191.25,5.84M,-0.02940
2016-01-19,204.72,208.71,210.47,200.78,4.04M,-0.00130
2016-01-15,204.99,198.97,205.07,197.25,5.58M,-0.00580
2016-01-14,206.18,202.21,210,193.38,6.49M,0.02930
2016-01-13,200.31,212.01,212.65,200,4.13M,-0.04600
2016-01-12,209.97,211.6,213.74,205.31,3.09M,0.01020
2016-01-11,207.85,214.01,214.45,203,4.09M,-0.01490
2016-01-08,211,217.86,220.44,210.77,3.63M,-0.02160
2016-01-07,215.65,214.19,218.44,213.67,3.55M,-0.01550
2016-01-06,219.04,220,220.05,215.98,3.78M,-0.01960
2016-01-05,223.43,226.36,226.89,220,3.19M,0.00010
2016-01-04,223.41,230.72,231.38,219,6.83M,-0.06920
2015-12-31,240.01,238.51,243.45,238.37,2.72M,0.00810
2015-12-30,238.09,236.6,243.63,235.67,3.70M,0.00380
2015-12-29,237.19,230.06,237.72,229.55,2.41M,0.03600
2015-12-28,228.95,231.49,231.98,225.54,1.90M,-0.00700
2015-12-24,230.57,230.56,231.88,228.28,710.28K,0.00380
2015-12-23,229.7,232.18,233.45,228.13,1.55M,-0.00110
2015-12-22,229.95,234.99,236.55,229.63,1.96M,-0.01120
2015-12-21,232.56,231.69,235.83,231.08,1.95M,0.00910
2015-12-18,230.46,232.89,235.9,229.29,3.01M,-0.01260
2015-12-17,233.39,233.94,237.76,229.81,3.30M,-0.00480
2015-12-16,234.51,222.1,234.88,220.73,5.10M,0.06070
2015-12-15,221.09,221.82,222.22,218,2.24M,0.01150
2015-12-14,218.58,217.51,220.92,214.87,2.83M,0.00720
2015-12-11,217.02,225.24,225.75,216.64,3.27M,-0.04430
2015-12-10,227.07,224.71,228.49,223.64,2.07M,0.01140
2015-12-09,224.52,226.7,227.5,220.72,3.06M,-0.00970
2015-12-08,226.72,227.52,228.8,224.2,2.69M,-0.01910
2015-12-07,231.13,227.7,235.63,226.15,3.14M,0.00330
2015-12-04,230.38,232.46,233.27,227.66,2.57M,-0.01000
2015-12-03,232.71,235.48,237.45,230,2.94M,0.00310
2015-12-02,231.99,237,238.6,231.23,2.98M,-0.02190
2015-12-01,237.19,231.06,238,231.05,3.73M,0.03010
2015-11-30,230.26,231.79,234.28,229.08,2.66M,-0.00580
2015-11-27,231.61,231.06,232.25,227.01,1.95M,0.00860
2015-11-25,229.64,221.34,230.82,220.38,3.99M,0.05220
2015-11-24,218.25,215.37,221,215,2.48M,0.00230
2015-11-23,217.75,217.35,219.18,214.68,2.53M,-0.01030
2015-11-20,220.01,223.49,225,213.58,4.40M,-0.00810
2015-11-19,221.8,220.54,226.19,220.3,2.50M,0.00330
2015-11-18,221.07,214.5,221.38,212.52,2.81M,0.03300
2015-11-17,214,215.2,216,211.4,2.15M,-0.00140
2015-11-16,214.31,206.09,214.98,205.8,2.93M,0.03440
2015-11-13,207.19,212.95,212.99,206.52,3.43M,-0.02700
2015-11-12,212.94,217.85,219,212.66,2.92M,-0.02800
2015-11-11,219.08,217.77,219.48,213.63,3.35M,0.01190
2015-11-10,216.5,223.48,223.7,216.08,4.62M,-0.03920
2015-11-09,225.33,232.99,232.99,224.31,3.85M,-0.03030
2015-11-06,232.36,230.7,233.36,229.5,2.45M,0.00250
2015-11-05,231.77,230.58,234.58,229.19,4.50M,0.00060
2015-11-04,231.63,227,232.74,225.2,12.73M,0.11170
2015-11-03,208.35,213.85,214.44,207.75,8.33M,-0.02540
2015-11-02,213.79,208.92,215.8,207.22,3.93M,0.03320
